WARNING - utils.py - 2022-05-14 15:14:23,239 - No checkpoint found at output/checkpoints-meta/checkpoint.pth. Returned the same state as input
INFO - xla_bridge.py - 2022-05-14 15:14:23,262 - Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
INFO - xla_bridge.py - 2022-05-14 15:14:23,262 - Unable to initialize backend 'gpu': NOT_FOUND: Could not find registered platform with name: "cuda". Available platform names are: Host Interpreter
INFO - xla_bridge.py - 2022-05-14 15:14:23,262 - Unable to initialize backend 'tpu': INVALID_ARGUMENT: TpuPlatform is not available.
WARNING - xla_bridge.py - 2022-05-14 15:14:23,263 - No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
INFO - dataset_info.py - 2022-05-14 15:14:23,265 - Load dataset info from /home/tohamy/tensorflow_datasets/fashion_mnist/3.0.1
WARNING - options.py - 2022-05-14 15:14:23,267 - options.experimental_threading is deprecated. Use options.threading instead.
WARNING - options.py - 2022-05-14 15:14:23,267 - options.experimental_threading is deprecated. Use options.threading instead.
INFO - dataset_builder.py - 2022-05-14 15:14:23,268 - Reusing dataset fashion_mnist (/home/tohamy/tensorflow_datasets/fashion_mnist/3.0.1)
INFO - dataset_builder.py - 2022-05-14 15:14:23,268 - Constructing tf.data.Dataset for split train, from /home/tohamy/tensorflow_datasets/fashion_mnist/3.0.1
WARNING - options.py - 2022-05-14 15:14:24,925 - options.experimental_threading is deprecated. Use options.threading instead.
WARNING - options.py - 2022-05-14 15:14:24,925 - options.experimental_threading is deprecated. Use options.threading instead.
INFO - dataset_builder.py - 2022-05-14 15:14:24,925 - Reusing dataset fashion_mnist (/home/tohamy/tensorflow_datasets/fashion_mnist/3.0.1)
INFO - dataset_builder.py - 2022-05-14 15:14:24,925 - Constructing tf.data.Dataset for split test, from /home/tohamy/tensorflow_datasets/fashion_mnist/3.0.1
INFO - run_lib.py - 2022-05-14 15:14:25,099 - Starting training loop at step 0.
INFO - run_lib.py - 2022-05-14 15:14:28,045 - step: 0, training_loss: 5.22586e+02
INFO - run_lib.py - 2022-05-14 15:14:28,518 - step: 0, eval_loss: 5.08919e+02
INFO - run_lib.py - 2022-05-14 15:14:34,942 - step: 50, training_loss: 5.12100e+02
INFO - run_lib.py - 2022-05-14 15:14:41,754 - step: 100, training_loss: 5.02622e+02
INFO - run_lib.py - 2022-05-14 15:14:41,805 - step: 100, eval_loss: 5.10872e+02
